AzureADUserId,MachineId,ProcessCommandLine,AlertId,FileName,AlertTitle,Severity,AttackerTenant
72c197ce-3204-4591-be20-fde6aaadc5b8,8aaaea70acdad3ba4f9e7bbb3e004392ea4b667f,"reg  add ""HKCU\SOFTWARE\TitanPlus"" /d ""38B180B138B167A443;45B8B157B144A443;185B190B251B114A443"" /v abqd /t REG_SZ /f",da5c1f3931-1c54-4eb9-b48c-bfe387bff28f_1,reg.exe,Compromised account conducting hands-on-keyboard attack,High,c432e1c1-23c2-4be4-9657-30812c2e2d9b
72c197ce-3204-4591-be20-fde6aaadc5b8,8aaaea70acdad3ba4f9e7bbb3e004392ea4b667f,"""cmd.exe"" ",da5c1f3931-1c54-4eb9-b48c-bfe387bff28f_1,cmd.exe,Compromised account conducting hands-on-keyboard attack,High,c432e1c1-23c2-4be4-9657-30812c2e2d9b
72c197ce-3204-4591-be20-fde6aaadc5b8,8aaaea70acdad3ba4f9e7bbb3e004392ea4b667f,"""OneDriveStandaloneUpdater.exe""  -Embedding",daf556cae8-6264-4dce-8035-c4716b507af3_1,OneDriveStandaloneUpdater.exe,An uncommon file was created and added to startup folder,Medium,c432e1c1-23c2-4be4-9657-30812c2e2d9b
72c197ce-3204-4591-be20-fde6aaadc5b8,8aaaea70acdad3ba4f9e7bbb3e004392ea4b667f,"""OneDriveStandaloneUpdater.exe""  -Embedding",da2ac51b0a-544d-435d-8317-538d66659b47_1,OneDriveStandaloneUpdater.exe,An executable file loaded an unexpected DLL file,Medium,c432e1c1-23c2-4be4-9657-30812c2e2d9b
72c197ce-3204-4591-be20-fde6aaadc5b8,8aaaea70acdad3ba4f9e7bbb3e004392ea4b667f,"reg  add ""HKCU\SOFTWARE\TitanPlus"" /d ""38B180B138B167A443;45B8B157B144A443;185B190B251B114A443"" /v abqd /t REG_SZ /f",da2b27dcbe-85da-45bb-b18d-810b9d4b4498_1,reg.exe,Compromised account conducting hands-on-keyboard attack,High,c432e1c1-23c2-4be4-9657-30812c2e2d9b
72c197ce-3204-4591-be20-fde6aaadc5b8,8aaaea70acdad3ba4f9e7bbb3e004392ea4b667f,"""cmd.exe"" ",da2b27dcbe-85da-45bb-b18d-810b9d4b4498_1,cmd.exe,Compromised account conducting hands-on-keyboard attack,High,c432e1c1-23c2-4be4-9657-30812c2e2d9b
72c197ce-3204-4591-be20-fde6aaadc5b8,8aaaea70acdad3ba4f9e7bbb3e004392ea4b667f,"reg  add ""HKCU\SOFTWARE\TitanPlus"" /d ""38B180B138B167A443;45B8B157B144A443;185B190B251B114A443"" /v abqd /t REG_SZ /f",da9c4e4761-7629-4129-9f60-0bd848138980_1,reg.exe,Suspicious registry modification,Low,c432e1c1-23c2-4be4-9657-30812c2e2d9b
72c197ce-3204-4591-be20-fde6aaadc5b8,8aaaea70acdad3ba4f9e7bbb3e004392ea4b667f,"""cmd.exe"" ",da9c4e4761-7629-4129-9f60-0bd848138980_1,cmd.exe,Suspicious registry modification,Low,c432e1c1-23c2-4be4-9657-30812c2e2d9b
72c197ce-3204-4591-be20-fde6aaadc5b8,8aaaea70acdad3ba4f9e7bbb3e004392ea4b667f,"reg  add ""HKCU\SOFTWARE\TitanPlus"" /d ""38B180B138B167A443;45B8B157B144A443;185B190B251B114A443"" /v abqd /t REG_SZ /f",da5d2b0219-39bf-468d-ad55-ad6ba4f0ac87_1,reg.exe,Possibly malicious use of proxy or tunneling tool,High,c432e1c1-23c2-4be4-9657-30812c2e2d9b
72c197ce-3204-4591-be20-fde6aaadc5b8,8aaaea70acdad3ba4f9e7bbb3e004392ea4b667f,"""cmd.exe"" ",da5d2b0219-39bf-468d-ad55-ad6ba4f0ac87_1,cmd.exe,Possibly malicious use of proxy or tunneling tool,High,c432e1c1-23c2-4be4-9657-30812c2e2d9b
72c197ce-3204-4591-be20-fde6aaadc5b8,8aaaea70acdad3ba4f9e7bbb3e004392ea4b667f,"""OneDriveStandaloneUpdater.exe""  -Embedding",da5f7c8277-3093-4bb3-814b-9c95ebd187a6_1,OneDriveStandaloneUpdater.exe,An active 'Cryptinject' malware was detected,Low,c432e1c1-23c2-4be4-9657-30812c2e2d9b
72c197ce-3204-4591-be20-fde6aaadc5b8,8aaaea70acdad3ba4f9e7bbb3e004392ea4b667f,"""OneDriveStandaloneUpdater.exe"" -Embedding",daacb603d4-66a3-4e41-b13c-1584f5ffae46_1,OneDriveStandaloneUpdater.exe,An active 'Cryptinject' malware was detected,Low,c432e1c1-23c2-4be4-9657-30812c2e2d9b
72c197ce-3204-4591-be20-fde6aaadc5b8,8aaaea70acdad3ba4f9e7bbb3e004392ea4b667f,"""OneDriveStandaloneUpdater.exe""  -Embedding",daacb603d4-66a3-4e41-b13c-1584f5ffae46_1,OneDriveStandaloneUpdater.exe,An active 'Cryptinject' malware was detected,Low,c432e1c1-23c2-4be4-9657-30812c2e2d9b
72c197ce-3204-4591-be20-fde6aaadc5b8,8aaaea70acdad3ba4f9e7bbb3e004392ea4b667f,"""OneDriveStandaloneUpdater.exe""  -Embedding",da5722b1d9-68c9-4d15-92ba-2bc3650996d2_1,OneDriveStandaloneUpdater.exe,'Cryptinject' malware was detected and was active,Low,c432e1c1-23c2-4be4-9657-30812c2e2d9b
72c197ce-3204-4591-be20-fde6aaadc5b8,8aaaea70acdad3ba4f9e7bbb3e004392ea4b667f,"""OneDriveStandaloneUpdater.exe"" -Embedding",da5722b1d9-68c9-4d15-92ba-2bc3650996d2_1,OneDriveStandaloneUpdater.exe,'Cryptinject' malware was detected and was active,Low,c432e1c1-23c2-4be4-9657-30812c2e2d9b
72c197ce-3204-4591-be20-fde6aaadc5b8,8aaaea70acdad3ba4f9e7bbb3e004392ea4b667f,"""OneDriveStandaloneUpdater.exe"" -Embedding",da2ac51b0a-544d-435d-8317-538d66659b47_1,OneDriveStandaloneUpdater.exe,An executable file loaded an unexpected DLL file,Medium,c432e1c1-23c2-4be4-9657-30812c2e2d9b
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"""cmd.exe"" ",da638697256797264635_1560729824,cmd.exe,Endpoint attack notifications: cmd.exe was loaded zip file,Medium,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"""msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=QuickAssist.exe --webview-exe-version=10.3.10161.1000 --user-data-dir=""C:\Users\UserPII_3b2b62a8b4c3221d8b1fa30b0ac8b7a8b909dc88\AppData\Local\Temp\RemoteHelp\EBWebView"" --noerrdialogs --embedded-browser-webview-dpi-awareness=2 --accept-lang=en-US --disable-features=msSmartScreenProtection --enable-features=msSingleSignOnOSForPrimaryAccountIsShared --mojo-named-platform-channel-pipe=2260.10644.16760272835852321656 /pfhostedapp:0e7e88cac1ed80df39bc75cdf078e542d8be3ad2",da638697256794135635_-770126921,msedgewebview2.exe,Endpoint attack notifications: msedgewebview2.exe process created,Medium,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"""QuickAssist.exe"" ",da638697256794135635_-770126921,quickassist.exe,Endpoint attack notifications: msedgewebview2.exe process created,Medium,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"tar  xf ""C:\Users\UserPII_fb679d098e4f1ee78963e7f13081b2ccacab6147\AppData\Local\OneDriveUpdate\upd2950a.edb"" -C ""C:\Users\UserPII_fb679d098e4f1ee78963e7f13081b2ccacab6147\AppData\Local\OneDriveUpdate""",da638697256791904595_-1849644883,tar.exe,Endpoint attack notifications: tar is extracting zip file,Medium,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"""OneDriveStandaloneUpdater.exe""  -Embedding",da638697256803982421_688155166,onedrivestandaloneupdater.exe,Endpoint attack notifications: OneDriveStandaloneUpdater.exe loaded image,Medium,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"""QuickAssist.exe"" ",da638697256796590533_1069355473,quickassist.exe,Endpoint attack notifications: quickassist.exe created network connection,Medium,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"""QuickAssist.exe"" ",da638697256792156578_-1794001711,QuickAssist.exe,Endpoint attack notifications: QuickAssist.exe execution via explorer.exe,Medium,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"reg  add ""HKCU\SOFTWARE\TitanPlus"" /v 1 /t REG_SZ /d ""Ipv4PII_63c216d53ecdb3f83a88de0b6b04ff5447f12fcf:443;Ipv4PII_b628dbf8a6f41f99f254512bed8704dff809166b:443;Ipv4PII_7a161a0bdebf78e57bcdccfd611a4c961ebed0ea:443"" /f",da638697256790098714_-2105058187,reg.exe,Endpoint attack notifications: Persistence,Medium,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"""cmd.exe"" ",da638697256790098714_-2105058187,cmd.exe,Endpoint attack notifications: Persistence,Medium,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"tar  xf ""C:\Users\UserPII_fb679d098e4f1ee78963e7f13081b2ccacab6147\AppData\Local\OneDriveUpdate\upd2950a.edb"" -C ""C:\Users\UserPII_fb679d098e4f1ee78963e7f13081b2ccacab6147\AppData\Local\OneDriveUpdate""",da4f7df311-a4d1-4102-9ca3-b920be529e3e_1,tar.exe,Suspicious activity using Quick Assist ,High,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"""cmd.exe"" ",da4f7df311-a4d1-4102-9ca3-b920be529e3e_1,cmd.exe,Suspicious activity using Quick Assist ,High,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"""QuickAssist.exe"" ",da4f7df311-a4d1-4102-9ca3-b920be529e3e_1,QuickAssist.exe,Suspicious activity using Quick Assist ,High,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"""OneDriveStandaloneUpdater.exe""  -Embedding",dadd757228-ecb9-41ef-a1ac-4687cbc71c98_1,OneDriveStandaloneUpdater.exe,An uncommon file was created and added to startup folder,Medium,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"""OneDriveStandaloneUpdater.exe""  -Embedding",da60e240e4-8465-410f-8af3-10b78c2a6bf0_1,OneDriveStandaloneUpdater.exe,An executable file loaded an unexpected DLL file,Medium,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"tar  xf ""C:\Users\UserPII_fb679d098e4f1ee78963e7f13081b2ccacab6147\AppData\Local\OneDriveUpdate\upd2950b.edb"" -C ""C:\Users\UserPII_fb679d098e4f1ee78963e7f13081b2ccacab6147\AppData\Local\OneDriveUpdate""",da3ce38766-830e-4000-8342-73194bf226f0_1,tar.exe,Suspicious activity using Quick Assist ,High,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"""cmd.exe"" ",da3ce38766-830e-4000-8342-73194bf226f0_1,cmd.exe,Suspicious activity using Quick Assist ,High,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"""QuickAssist.exe"" ",da3ce38766-830e-4000-8342-73194bf226f0_1,QuickAssist.exe,Suspicious activity using Quick Assist ,High,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"tar  xf FilePII_6acd621280932e6f3f2f8783e06992590b6c7a53.zip -C ""C:\Users\UserPII_fb679d098e4f1ee78963e7f13081b2ccacab6147\AppData\Local\OneDriveUpdate""",dad94d11a4-5a89-4794-adee-1cbbfa4b8091_1,tar.exe,Suspicious activity using Quick Assist ,High,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"""cmd.exe"" ",dad94d11a4-5a89-4794-adee-1cbbfa4b8091_1,cmd.exe,Suspicious activity using Quick Assist ,High,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"""QuickAssist.exe"" ",dad94d11a4-5a89-4794-adee-1cbbfa4b8091_1,QuickAssist.exe,Suspicious activity using Quick Assist ,High,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"reg  add ""HKCU\SOFTWARE\TitanPlus"" /v 1 /t REG_SZ /d ""Ipv4PII_63c216d53ecdb3f83a88de0b6b04ff5447f12fcf:443;Ipv4PII_b628dbf8a6f41f99f254512bed8704dff809166b:443;Ipv4PII_7a161a0bdebf78e57bcdccfd611a4c961ebed0ea:443"" /f",daebba0dc2-a1ba-4ac4-a542-329c338af4a0_1,reg.exe,Suspicious registry modification,Low,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"""cmd.exe"" ",daebba0dc2-a1ba-4ac4-a542-329c338af4a0_1,cmd.exe,Suspicious registry modification,Low,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"reg  add ""HKCU\SOFTWARE\TitanPlus"" /v 1 /t REG_SZ /d ""Ipv4PII_63c216d53ecdb3f83a88de0b6b04ff5447f12fcf:443;Ipv4PII_b628dbf8a6f41f99f254512bed8704dff809166b:443;Ipv4PII_7a161a0bdebf78e57bcdccfd611a4c961ebed0ea:443"" /f",da6d4bbfdc-3f9e-4c6d-b286-9b48e04ceeaa_1,reg.exe,Possibly malicious use of proxy or tunneling tool,High,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"""cmd.exe"" ",da6d4bbfdc-3f9e-4c6d-b286-9b48e04ceeaa_1,cmd.exe,Possibly malicious use of proxy or tunneling tool,High,ba6aedc2-9f3b-4414-8b5d-4a8876860563
13a9a5fa-ee8b-4097-a953-3a95888738ea,d68cd5edc935ef45ad0b6e49f9e045375357fe16,"""OneDriveStandaloneUpdater.exe"" ",da60e240e4-8465-410f-8af3-10b78c2a6bf0_1,OneDriveStandaloneUpdater.exe,An executable file loaded an unexpected DLL file,Medium,ba6aedc2-9f3b-4414-8b5d-4a8876860563
7ba04b82-ff42-4bc6-8aac-3ab88d26cf4d,99d508760001772db3fbfa779a92d5877bb80098,"""OneDriveStandaloneUpdater.exe""  -Embedding ",da7f4e9197-2422-4a4f-a7f3-d4dcc81cef1c_1,OneDriveStandaloneUpdater.exe,An uncommon file was created and added to startup folder,Medium,b94e2439-e1c4-49dc-bb60-a762b8c76f3c
7ba04b82-ff42-4bc6-8aac-3ab88d26cf4d,99d508760001772db3fbfa779a92d5877bb80098,"""OneDriveStandaloneUpdater.exe""  -Embedding ",da0679882f-3307-42d6-8ecd-14f224043233_1,OneDriveStandaloneUpdater.exe,Horizontal port scan initiated,Low,b94e2439-e1c4-49dc-bb60-a762b8c76f3c
7ba04b82-ff42-4bc6-8aac-3ab88d26cf4d,99d508760001772db3fbfa779a92d5877bb80098,"reg  add ""HKCU\SOFTWARE\TitanPlus"" /v 1 /t REG_SZ /d ""Ipv4PII_75a26488ba9aa7bcc2d9abbd3af2ece0025c08e1:443;Ipv4PII_6bb4d9f86e4ab678f0802519d88f8e4317940510:443;Ipv4PII_09a9bcdf795558a87d20f18552f678ddffae83c1:443"" /f ",da62c638e9-8090-4358-98cd-f732ccf854e0_1,reg.exe,Suspicious registry modification,Low,b94e2439-e1c4-49dc-bb60-a762b8c76f3c
7ba04b82-ff42-4bc6-8aac-3ab88d26cf4d,99d508760001772db3fbfa779a92d5877bb80098,"""cmd.exe"" ",da62c638e9-8090-4358-98cd-f732ccf854e0_1,cmd.exe,Suspicious registry modification,Low,b94e2439-e1c4-49dc-bb60-a762b8c76f3c
7ba04b82-ff42-4bc6-8aac-3ab88d26cf4d,99d508760001772db3fbfa779a92d5877bb80098,"tar  xf FilePII_6acd621280932e6f3f2f8783e06992590b6c7a53.zip -C ""C:\Users\UserPII_6a6a410ccfd4036576d1ac779317ca13c0ff593e\AppData\Local\OneDriveUpdate"" ",da6daf7cce-a86c-469a-b4ea-c93dc979dacc_1,tar.exe,Suspicious activity using Quick Assist ,High,b94e2439-e1c4-49dc-bb60-a762b8c76f3c
7ba04b82-ff42-4bc6-8aac-3ab88d26cf4d,99d508760001772db3fbfa779a92d5877bb80098,"""cmd.exe"" ",da6daf7cce-a86c-469a-b4ea-c93dc979dacc_1,cmd.exe,Suspicious activity using Quick Assist ,High,b94e2439-e1c4-49dc-bb60-a762b8c76f3c
7ba04b82-ff42-4bc6-8aac-3ab88d26cf4d,99d508760001772db3fbfa779a92d5877bb80098,"""quickassist.exe"" ms-quick-assist:",da6daf7cce-a86c-469a-b4ea-c93dc979dacc_1,quickassist.exe,Suspicious activity using Quick Assist ,High,b94e2439-e1c4-49dc-bb60-a762b8c76f3c
7ba04b82-ff42-4bc6-8aac-3ab88d26cf4d,99d508760001772db3fbfa779a92d5877bb80098,"tar  xf ""C:\Users\UserPII_6a6a410ccfd4036576d1ac779317ca13c0ff593e\AppData\Local\OneDriveUpdate\upd2836a.bkt"" -C ""C:\Users\UserPII_6a6a410ccfd4036576d1ac779317ca13c0ff593e\AppData\Local\OneDriveUpdate"" ",dab98945f6-4ca6-41a5-bca5-a3214628f05d_1,tar.exe,Suspicious activity using Quick Assist ,High,b94e2439-e1c4-49dc-bb60-a762b8c76f3c
7ba04b82-ff42-4bc6-8aac-3ab88d26cf4d,99d508760001772db3fbfa779a92d5877bb80098,"""cmd.exe"" ",dab98945f6-4ca6-41a5-bca5-a3214628f05d_1,cmd.exe,Suspicious activity using Quick Assist ,High,b94e2439-e1c4-49dc-bb60-a762b8c76f3c
7ba04b82-ff42-4bc6-8aac-3ab88d26cf4d,99d508760001772db3fbfa779a92d5877bb80098,"""quickassist.exe"" ms-quick-assist:",dab98945f6-4ca6-41a5-bca5-a3214628f05d_1,quickassist.exe,Suspicious activity using Quick Assist ,High,b94e2439-e1c4-49dc-bb60-a762b8c76f3c
884d7382-752b-480b-908f-10e8f52ce2d6,02ca75f095d81bf636c10274cbec5ba6aa0cd376,"""OneDriveStandaloneUpdater.exe"" ",dab11b4e56-7215-4e8c-9848-4810b7c9f3d9_1,OneDriveStandaloneUpdater.exe,An executable file loaded an unexpected DLL file,Medium,92f425e8-89c0-4c07-af44-cb04bfc1a444
